,carat,depth,table,x,y,z,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2,price
18,0.3,63.8,56.0,4.23,4.26,2.71,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,351
19,0.3,62.7,59.0,4.21,4.27,2.66,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,351
20,0.3,63.3,56.0,4.26,4.3,2.71,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,351
21,0.23,63.8,55.0,3.85,3.92,2.48,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,352
22,0.23,61.0,57.0,3.94,3.96,2.41,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,353
23,0.31,59.4,62.0,4.39,4.43,2.62,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,353
24,0.31,58.1,62.0,4.44,4.47,2.59,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,353
25,0.23,60.4,58.0,3.97,4.01,2.41,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,354
26,0.24,62.5,57.0,3.97,3.94,2.47,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,355
27,0.3,62.2,57.0,4.28,4.3,2.67,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,357
28,0.23,60.5,61.0,3.96,3.97,2.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,357
29,0.23,60.9,57.0,3.96,3.99,2.42,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,357
30,0.23,60.0,57.0,4.0,4.03,2.41,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,402
31,0.23,59.8,57.0,4.04,4.06,2.42,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,402
32,0.23,60.7,59.0,3.97,4.01,2.42,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,402
33,0.23,59.5,58.0,4.01,4.06,2.4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,402
34,0.23,61.9,58.0,3.92,3.96,2.44,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,402
35,0.23,58.2,59.0,4.06,4.08,2.37,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,402
36,0.23,64.1,59.0,3.83,3.85,2.46,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,402
37,0.31,64.0,54.0,4.29,4.31,2.75,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,402
38,0.26,60.8,59.0,4.13,4.16,2.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,403
39,0.33,61.8,55.0,4.49,4.51,2.78,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,403
40,0.33,61.2,56.0,4.49,4.5,2.75,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,403
41,0.33,61.1,56.0,4.49,4.55,2.76,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,403
42,0.26,65.2,56.0,3.99,4.02,2.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,403
43,0.26,58.4,63.0,4.19,4.24,2.46,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,403
44,0.32,63.1,56.0,4.34,4.37,2.75,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,403
45,0.29,62.4,58.0,4.24,4.26,2.65,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,403
46,0.32,61.8,55.0,4.35,4.42,2.71,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,403
47,0.32,63.8,56.0,4.36,4.38,2.79,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,403
48,0.25,63.3,60.0,4.0,4.03,2.54,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,404
49,0.29,60.7,60.0,4.33,4.37,2.64,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,404
50,0.24,60.9,61.0,4.02,4.03,2.45,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,404
51,0.23,61.9,54.0,3.93,3.95,2.44,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,404
52,0.32,60.9,55.0,4.45,4.48,2.72,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,404
53,0.22,61.6,58.0,3.93,3.89,2.41,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,404
54,0.22,59.3,62.0,3.91,3.88,2.31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,404
55,0.3,61.0,59.0,4.3,4.33,2.63,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,405
56,0.3,59.3,61.0,4.43,4.38,2.61,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,405
57,0.3,62.6,57.0,4.25,4.28,2.67,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,405
58,0.3,63.0,57.0,4.28,4.32,2.71,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,405
59,0.3,63.2,55.0,4.25,4.29,2.7,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,405
60,0.35,60.9,57.0,4.54,4.59,2.78,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,552
61,0.3,62.6,59.0,4.23,4.27,2.66,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,552
62,0.3,62.5,57.0,4.29,4.32,2.69,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,552
63,0.3,62.1,56.0,4.3,4.33,2.68,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,552
64,0.42,61.5,59.0,4.78,4.84,2.96,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,552
65,0.28,61.4,56.0,4.19,4.22,2.58,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,553
66,0.32,62.0,55.3,4.39,4.42,2.73,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,553
67,0.31,63.3,57.0,4.33,4.3,2.73,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,553
68,0.31,61.8,58.0,4.35,4.32,2.68,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,553
69,0.24,60.7,58.0,4.01,4.03,2.44,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,553
70,0.24,61.5,60.0,3.97,4.0,2.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,553
71,0.3,63.1,56.0,4.29,4.27,2.7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,554
72,0.3,62.9,59.0,4.28,4.24,2.68,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,554
73,0.3,62.5,57.0,4.29,4.25,2.67,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,554
74,0.3,63.7,57.0,4.28,4.26,2.72,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,554
75,0.26,59.2,60.0,4.19,4.22,2.49,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,554
76,0.26,59.9,58.0,4.15,4.23,2.51,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,554
77,0.26,62.4,54.0,4.08,4.13,2.56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,554
78,0.26,62.8,60.0,4.01,4.05,2.53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,554
79,0.26,62.6,59.0,4.06,4.09,2.55,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,554
80,0.26,63.4,59.0,4.0,4.04,2.55,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,554
81,0.26,62.1,60.0,4.03,4.12,2.53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,554
82,0.26,62.9,58.0,4.02,4.06,2.54,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,554
83,0.38,61.6,56.0,4.65,4.67,2.87,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,554
84,0.26,57.9,60.0,4.22,4.25,2.45,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,554
85,0.24,62.3,59.0,3.95,3.92,2.45,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,554
86,0.24,61.2,58.0,4.01,3.96,2.44,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,554
87,0.24,60.8,59.0,4.02,4.0,2.44,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,554
88,0.24,60.7,58.0,4.07,4.04,2.46,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,554
89,0.32,62.9,58.0,4.35,4.33,2.73,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,554
90,0.7,62.5,57.0,5.7,5.72,3.57,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2757
91,0.86,55.1,69.0,6.45,6.33,3.52,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2757
92,0.7,61.6,56.0,5.7,5.67,3.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2757
93,0.71,62.4,57.0,5.68,5.73,3.56,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2759
94,0.78,63.8,56.0,5.81,5.85,3.72,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2759
95,0.7,57.5,58.0,5.85,5.9,3.38,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2759
96,0.7,59.4,62.0,5.71,5.76,3.4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2759
97,0.96,66.3,62.0,6.27,5.95,4.07,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2759
98,0.73,61.6,59.0,5.77,5.78,3.56,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2760
99,0.8,61.5,58.0,5.97,5.93,3.66,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2760
100,0.75,63.2,56.0,5.8,5.75,3.65,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2760
101,0.75,59.9,54.0,6.0,5.96,3.58,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2760
102,0.74,61.6,55.0,5.8,5.85,3.59,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2760
103,0.75,61.7,58.0,5.85,5.79,3.59,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2760
104,0.8,62.9,56.0,5.94,5.87,3.72,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2760
105,0.75,62.2,55.0,5.87,5.8,3.63,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2760
106,0.8,63.0,59.0,5.9,5.81,3.69,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2760
107,0.74,62.3,55.0,5.77,5.81,3.61,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2761
108,0.81,58.8,57.0,6.14,6.11,3.6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2761
109,0.59,62.0,55.0,5.38,5.43,3.35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2761
110,0.8,61.4,57.0,5.96,6.0,3.67,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2761
111,0.74,62.2,56.0,5.8,5.84,3.62,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2761
112,0.9,63.0,58.0,6.16,6.12,3.87,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2761
113,0.74,62.2,59.0,5.73,5.82,3.59,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2762
114,0.73,62.6,56.0,5.77,5.74,3.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2762
115,0.73,62.7,53.0,5.8,5.75,3.62,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2762
116,0.8,61.7,58.0,5.98,5.94,3.68,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2762
117,0.71,62.4,54.0,5.72,5.76,3.58,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2762
118,0.7,60.7,58.0,5.73,5.76,3.49,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2762
119,0.8,59.9,59.0,6.01,6.07,3.62,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2762
120,0.71,62.3,56.0,5.73,5.69,3.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2762
121,0.74,62.3,54.0,5.8,5.83,3.62,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2762
122,0.7,61.7,63.0,5.64,5.61,3.47,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2762
123,0.7,64.5,57.0,5.57,5.53,3.58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2762
124,0.7,65.3,55.0,5.63,5.58,3.66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2762
125,0.7,61.6,60.0,5.65,5.59,3.46,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2762
126,0.91,61.4,56.0,6.09,5.97,3.7,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2763
127,0.61,59.6,57.0,5.56,5.58,3.32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2763
128,0.91,64.4,57.0,6.11,6.09,3.93,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2763
129,0.91,65.7,60.0,6.03,5.99,3.95,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2763
130,0.77,62.0,56.0,5.89,5.86,3.64,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2763
131,0.71,63.6,58.0,5.64,5.68,3.6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2764
132,0.71,61.9,59.0,5.69,5.72,3.53,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2764
133,0.7,62.6,60.0,5.62,5.65,3.53,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2765
134,0.77,61.3,60.0,5.88,5.9,3.61,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2765
135,0.63,60.9,60.0,5.52,5.55,3.37,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2765
136,0.71,60.1,62.0,5.74,5.77,3.46,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2765
137,0.71,61.8,59.0,5.69,5.73,3.53,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2765
138,0.76,61.2,57.0,5.88,5.91,3.61,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2765
139,0.64,61.9,56.0,5.53,5.56,3.43,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2766
140,0.71,60.9,57.0,5.78,5.75,3.51,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2766
141,0.71,59.8,56.0,5.89,5.81,3.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2766
142,0.7,61.8,55.0,5.68,5.72,3.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2767
143,0.7,60.0,57.0,5.8,5.87,3.5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2767
144,0.71,61.6,55.0,5.74,5.76,3.54,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2767
145,0.7,62.1,64.0,5.62,5.65,3.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2767
146,0.71,63.3,59.0,5.52,5.61,3.52,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2768
147,0.73,60.2,56.0,5.83,5.87,3.52,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2768
148,0.7,61.1,58.0,5.66,5.73,3.48,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2768
149,0.7,60.9,57.0,5.73,5.76,3.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2768
150,0.71,61.7,59.0,5.71,5.67,3.51,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2768
151,0.74,61.3,56.0,5.82,5.86,3.57,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2769
152,0.71,62.5,60.0,5.65,5.61,3.52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2770
153,0.73,61.4,59.0,5.83,5.76,3.56,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2770
154,0.76,62.9,57.0,5.79,5.81,3.65,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2770
155,0.76,62.4,57.0,5.78,5.83,3.62,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2770
156,0.71,60.7,56.0,5.77,5.8,3.51,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2770
157,0.73,60.7,58.0,5.87,5.82,3.55,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2770
158,0.73,61.5,58.0,5.79,5.75,3.55,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2770
159,0.73,59.9,57.0,5.92,5.89,3.54,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2770
160,0.73,59.2,59.0,5.92,5.87,3.49,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2770
161,0.72,60.3,56.0,5.81,5.83,3.51,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2771
162,0.73,61.7,60.0,5.79,5.82,3.58,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2771
163,0.71,61.9,57.0,5.73,5.77,3.56,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2771
164,0.79,61.9,55.0,5.97,5.92,3.68,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2771
165,0.73,60.4,59.0,5.83,5.89,3.54,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2772
166,0.8,61.0,57.0,6.01,6.03,3.67,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2772
167,0.58,61.5,55.0,5.39,5.44,3.33,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2772
168,0.58,61.7,56.0,5.33,5.37,3.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2772
169,0.71,59.2,61.0,5.8,5.88,3.46,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2772
170,0.75,61.3,56.0,5.85,5.89,3.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2773
171,0.7,58.0,62.0,5.87,5.78,3.38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2773
172,1.17,60.2,61.0,6.83,6.9,4.13,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2774
173,0.6,61.7,55.0,5.41,5.44,3.35,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2774
174,0.7,62.7,55.0,5.68,5.74,3.58,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2774
175,0.83,64.6,54.0,5.85,5.88,3.79,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2774
176,0.74,61.3,61.0,5.8,5.84,3.57,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2775
177,0.72,63.7,56.4,5.62,5.69,3.61,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2776
178,0.71,62.7,58.0,5.74,5.68,3.58,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2776
179,0.71,62.2,57.0,5.79,5.62,3.55,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2776
180,0.54,61.6,56.0,5.25,5.27,3.24,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2776
181,0.54,61.5,57.0,5.24,5.26,3.23,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2776
182,0.72,61.8,56.0,5.72,5.75,3.55,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2776
183,0.72,60.7,56.0,5.79,5.82,3.53,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2776
184,0.72,59.7,60.5,5.8,5.84,3.47,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2776
185,0.71,60.5,56.0,5.8,5.76,3.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2776
186,0.7,62.7,58.0,5.66,5.73,3.57,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2777
187,0.71,62.1,58.0,5.67,5.7,3.53,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2777
188,0.71,62.8,57.0,5.64,5.69,3.56,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2777
189,0.71,63.8,58.0,5.61,5.64,3.59,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2777
190,0.71,57.8,60.0,5.87,5.9,3.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2777
191,0.7,62.1,55.0,5.7,5.67,3.53,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2777
192,0.7,61.1,60.0,5.71,5.64,3.47,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2777
193,0.7,60.0,59.0,5.79,5.75,3.46,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2777
194,0.7,61.2,57.0,5.73,5.68,3.49,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2777
195,0.7,62.7,59.0,5.67,5.63,3.54,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2777
196,0.7,61.0,57.0,5.73,5.68,3.48,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2777
197,0.7,61.0,58.0,5.78,5.72,3.51,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2777
198,0.7,61.4,57.0,5.76,5.7,3.52,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2777
199,0.72,61.8,61.0,5.82,5.71,3.56,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2777
200,0.7,59.9,63.0,5.76,5.7,3.43,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2777
201,0.7,61.3,58.0,5.71,5.68,3.49,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2777
202,0.7,60.5,58.0,5.77,5.74,3.48,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2777
203,0.7,64.1,59.0,5.64,5.59,3.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2777
204,0.98,67.9,60.0,6.05,5.97,4.08,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2777
205,0.78,62.4,58.0,5.83,5.8,3.63,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2777
206,0.7,63.2,60.0,5.6,5.51,3.51,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2777
207,0.52,61.3,55.0,5.19,5.22,3.19,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2778
208,0.73,60.8,56.0,5.82,5.84,3.55,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2779
209,0.74,61.7,56.0,5.84,5.8,3.59,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2779
210,0.7,63.6,57.0,5.61,5.65,3.58,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2780
211,0.77,61.2,58.0,5.9,5.93,3.62,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2780
212,0.71,62.1,54.0,5.68,5.72,3.54,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2780
213,0.74,61.5,55.0,5.81,5.86,3.59,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2780
214,0.7,61.4,59.0,5.64,5.73,3.49,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2780
215,1.01,61.8,60.0,6.39,6.36,3.94,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2781
216,0.77,62.2,56.0,5.83,5.88,3.64,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2781
217,0.78,61.2,56.0,5.92,5.99,3.64,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2781
218,0.72,60.6,63.0,5.83,5.76,3.51,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2782
